ImageName,Latitude,Longitude,Height,angle0,angle1,angle2,angle3
2018.01.06_I0-0_DC_NUCF_1576.tiff,54.7832383333,11.8510116667,98.7000000000,-0.20,0.14,-0.02,-319.4
2018.01.06_I0-0_DC_NUCF_1582.tiff,54.7832783333,11.8509533333,99.1000000000,0.03,0.14,-0.15,-320.89
2018.01.06_I0-0_DC_NUCF_1588.tiff,54.7833183333,11.8508983333,99.3000000000,0.11,-0.12,-0.13,-320.51
2018.01.06_I0-0_DC_NUCF_1594.tiff,54.7833583333,11.8508400000,99.5000000000,0.14,-0.15,-0.17,-320.16
2018.01.06_I0-0_DC_NUCF_1600.tiff,54.7833966667,11.8507850000,99.5000000000,-0.10,-0.10,-0.07,-319.94
2018.01.06_I0-0_DC_NUCF_1601.tiff,54.7834466667,11.8507133333,99.7000000000,0.05,0.16,0.01,-320.05
2018.01.06_I0-0_DC_NUCF_1606.tiff,54.7834816667,11.8506616667,99.8000000000,0.10,0.11,0.16,-319.88
2018.01.06_I0-0_DC_NUCF_1611.tiff,54.7835166667,11.8506116667,100.0000000000,-0.15,0.07,0.12,-319.2
2018.01.06_I0-0_DC_NUCF_1617.tiff,54.7835550000,11.8505550000,100.0000000000,0.09,-0.13,-0.06,-320.66
2018.01.06_I0-0_DC_NUCF_1623.tiff,54.7835950000,11.8504983333,100.0000000000,-0.06,0.09,0.09,-320.58
2018.01.06_I0-0_DC_NUCF_1626.tiff,54.7836583333,11.8504066667,100.2000000000,-0.18,-0.15,0.11,-319.69
2018.01.06_I0-0_DC_NUCF_1631.tiff,54.7836933333,11.8503583333,100.3000000000,-0.01,0.20,-0.05,-320.41
2018.01.06_I0-0_DC_NUCF_1637.tiff,54.7837333333,11.8503016667,100.3000000000,0.17,-0.12,0.09,-320.96
2018.01.06_I0-0_DC_NUCF_1643.tiff,54.7837716667,11.8502466667,100.1000000000,0.07,-0.12,-0.06,-320.37
2018.01.06_I0-0_DC_NUCF_1649.tiff,54.7838116667,11.8501916667,100.1000000000,-0.20,0.14,0.20,-320.45
2018.01.06_I0-0_DC_NUCF_1651.tiff,54.7838700000,11.8501083333,100.0000000000,-0.04,0.13,0.10,-320.83
2018.01.06_I0-0_DC_NUCF_1657.tiff,54.7839100000,11.8500516667,99.9000000000,0.01,0.00,0.05,-319.84
2018.01.06_I0-0_DC_NUCF_1663.tiff,54.7839483333,11.8499966667,99.8000000000,-0.09,-0.04,0.07,-320.1
2018.01.06_I0-0_DC_NUCF_1669.tiff,54.7839866667,11.8499400000,99.7000000000,-0.03,0.00,0.10,-320.37
2018.01.06_I0-0_DC_NUCF_1675.tiff,54.7840266667,11.8498833333,99.7000000000,0.17,0.19,-0.01,-319.94
2018.01.06_I0-0_DC_NUCF_1676.tiff,54.7840716667,11.8498183333,99.5000000000,-0.02,-0.08,0.02,-320.93
2018.01.06_I0-0_DC_NUCF_1681.tiff,54.7841083333,11.8497683333,99.4000000000,0.12,-0.10,-0.11,-320.28
2018.01.06_I0-0_DC_NUCF_1687.tiff,54.7841483333,11.8497100000,99.3000000000,0.20,-0.16,-0.06,-319.28
2018.01.06_I0-0_DC_NUCF_1693.tiff,54.7841866667,11.8496516667,99.2000000000,-0.17,0.08,-0.16,-319.66
2018.01.06_I0-0_DC_NUCF_1699.tiff,54.7842250000,11.8495950000,99.0000000000,0.06,-0.05,-0.19,-319.7
2018.01.06_I0-0_DC_NUCF_1701.tiff,54.7842833333,11.8495083333,98.9000000000,-0.06,-0.14,0.01,-320.34
2018.01.06_I0-0_DC_NUCF_1707.tiff,54.7843233333,11.8494516667,98.8000000000,0.09,0.19,-0.13,-320.21
2018.01.06_I0-0_DC_NUCF_1713.tiff,54.7843600000,11.8493966667,99.0000000000,-0.17,0.11,-0.13,-317.71
2018.01.06_I0-0_DC_NUCF_1720.tiff,54.7843966667,11.8493400000,99.1000000000,-0.03,-0.04,-0.15,-318.82
2018.01.06_I0-0_DC_NUCF_1726.tiff,54.7844633333,11.8492433333,99.4000000000,0.15,0.18,-0.08,-320.46
2018.01.06_I0-0_DC_NUCF_1732.tiff,54.7844983333,11.8491933333,99.5000000000,0.02,-0.02,-0.10,-321.29
2018.01.06_I0-0_DC_NUCF_1739.tiff,54.7845350000,11.8491433333,99.8000000000,0.18,-0.03,0.05,-321.92
2018.01.06_I0-0_DC_NUCF_1746.tiff,54.7845750000,11.8491016667,100.0000000000,0.00,0.01,-0.15,-339.53
2018.01.06_I0-0_DC_NUCF_1751.tiff,54.7846466667,11.8490983333,100.6000000000,-0.07,0.06,0.05,-11.39
2018.01.06_I0-0_DC_NUCF_1758.tiff,54.7846916667,11.8491216667,100.4000000000,0.15,0.07,-0.05,-22.32
2018.01.06_I0-0_DC_NUCF_1766.tiff,54.7847350000,11.8491583333,100.0000000000,0.14,-0.15,-0.17,-30.2
2018.01.06_I0-0_DC_NUCF_1773.tiff,54.7847750000,11.8492033333,99.7000000000,0.05,0.16,0.01,-35.62
2018.01.06_I0-0_DC_NUCF_1776.tiff,54.7848183333,11.8492683333,99.5000000000,0.04,0.15,0.10,-54.14
2018.01.06_I0-0_DC_NUCF_1785.tiff,54.7848250000,11.8493566667,100.2000000000,0.20,-0.15,0.00,-95.1
2018.01.06_I0-0_DC_NUCF_1794.tiff,54.7848133333,11.8494466667,101.1000000000,0.12,-0.10,-0.10,-107.98
2018.01.06_I0-0_DC_NUCF_1801.tiff,54.7847733333,11.8495783333,101.6000000000,-0.13,-0.18,0.20,-121.52
2018.01.06_I0-0_DC_NUCF_1808.tiff,54.7847450000,11.8496500000,101.8000000000,0.10,-0.15,-0.14,-123.77
2018.01.06_I0-0_DC_NUCF_1815.tiff,54.7847166667,11.8497133333,101.6000000000,0.07,-0.12,-0.06,-127.86
2018.01.06_I0-0_DC_NUCF_1822.tiff,54.7846866667,11.8497733333,101.4000000000,0.05,-0.13,-0.04,-130.79
2018.01.06_I0-0_DC_NUCF_1826.tiff,54.7846316667,11.8498733333,101.2000000000,0.08,0.00,0.14,-134.12
2018.01.06_I0-0_DC_NUCF_1833.tiff,54.7845983333,11.8499333333,101.2000000000,-0.18,-0.07,0.03,-135.67
2018.01.06_I0-0_DC_NUCF_1840.tiff,54.7845583333,11.8499983333,100.8000000000,-0.06,0.08,0.03,-136.61
2018.01.06_I0-0_DC_NUCF_1847.tiff,54.7845216667,11.8500550000,100.5000000000,0.17,0.19,-0.01,-137.28
2018.01.06_I0-0_DC_NUCF_1851.tiff,54.7844583333,11.8501516667,100.3000000000,0.09,0.06,0.13,-138.27
2018.01.06_I0-0_DC_NUCF_1858.tiff,54.7844216667,11.8502083333,100.3000000000,-0.17,0.09,-0.02,-139.2
2018.01.06_I0-0_DC_NUCF_1865.tiff,54.7843833333,11.8502650000,100.5000000000,-0.17,0.08,-0.16,-139.99
2018.01.06_I0-0_DC_NUCF_1872.tiff,54.7843416667,11.8503266667,100.5000000000,-0.14,0.14,-0.18,-139.96
2018.01.06_I0-0_DC_NUCF_1876.tiff,54.7842850000,11.8504083333,100.6000000000,0.01,-0.17,-0.20,-140.4
2018.01.06_I0-0_DC_NUCF_1882.tiff,54.7842500000,11.8504583333,100.6000000000,-0.15,0.19,0.12,-139.93
2018.01.06_I0-0_DC_NUCF_1888.tiff,54.7842150000,11.8505083333,100.5000000000,0.15,-0.10,0.15,-140.26
2018.01.06_I0-0_DC_NUCF_1894.tiff,54.7841800000,11.8505583333,100.5000000000,0.02,-0.18,-0.03,-140.72
2018.01.06_I0-0_DC_NUCF_1900.tiff,54.7841450000,11.8506083333,100.5000000000,0.05,-0.20,-0.01,-140.98
2018.01.06_I0-0_DC_NUCF_1901.tiff,54.7840966667,11.8506766667,100.6000000000,-0.08,-0.18,-0.02,-139.74
2018.01.06_I0-0_DC_NUCF_1907.tiff,54.7840616667,11.8507283333,100.6000000000,-0.11,-0.12,-0.01,-139.43
2018.01.06_I0-0_DC_NUCF_1913.tiff,54.7840250000,11.8507816667,100.6000000000,-0.14,0.02,-0.04,-140.28
2018.01.06_I0-0_DC_NUCF_1919.tiff,54.7839900000,11.8508350000,100.6000000000,-0.08,-0.19,-0.18,-140.65
2018.01.06_I0-0_DC_NUCF_1925.tiff,54.7839533333,11.8508866667,100.6000000000,-0.02,-0.20,0.19,-140.72
2018.01.06_I0-0_DC_NUCF_1926.tiff,54.7839033333,11.8509600000,100.8000000000,0.03,0.14,-0.15,-140.72
2018.01.06_I0-0_DC_NUCF_1932.tiff,54.7838666667,11.8510116667,100.8000000000,0.11,-0.12,-0.13,-139.46
2018.01.06_I0-0_DC_NUCF_1938.tiff,54.7838300000,11.8510650000,100.9000000000,0.14,-0.15,-0.17,-139.3
2018.01.06_I0-0_DC_NUCF_1945.tiff,54.7837900000,11.8511250000,101.0000000000,0.05,0.16,0.01,-139.82
2018.01.06_I0-0_DC_NUCF_1951.tiff,54.7837116667,11.8512416667,101.5000000000,0.06,-0.18,-0.19,-140
2018.01.06_I0-0_DC_NUCF_1957.tiff,54.7836750000,11.8512966667,101.5000000000,0.20,-0.15,0.00,-140.15
2018.01.06_I0-0_DC_NUCF_1963.tiff,54.7836366667,11.8513500000,101.5000000000,-0.15,0.02,0.05,-140.07
2018.01.06_I0-0_DC_NUCF_1969.tiff,54.7836000000,11.8514033333,101.5000000000,0.13,0.02,-0.12,-139.93
2018.01.06_I0-0_DC_NUCF_1975.tiff,54.7835633333,11.8514583333,101.5000000000,-0.01,0.20,-0.05,-140.2
2018.01.06_I0-0_DC_NUCF_1976.tiff,54.7835183333,11.8515233333,101.5000000000,0.20,-0.06,-0.10,-140.27
2018.01.06_I0-0_DC_NUCF_1982.tiff,54.7834816667,11.8515766667,101.6000000000,-0.03,0.14,0.04,-139.62
2018.01.06_I0-0_DC_NUCF_1988.tiff,54.7834450000,11.8516316667,101.5000000000,0.13,0.14,0.13,-139.02
2018.01.06_I0-0_DC_NUCF_1994.tiff,54.7834066667,11.8516850000,101.4000000000,0.05,-0.13,-0.04,-139.92
2018.01.06_I0-0_DC_NUCF_2000.tiff,54.7833700000,11.8517400000,101.2000000000,-0.02,-0.12,0.04,-139.48
2018.01.06_I0-0_DC_NUCF_2001.tiff,54.7833216667,11.8518083333,101.0000000000,0.01,0.00,0.05,-140.32
2018.01.06_I0-0_DC_NUCF_2007.tiff,54.7832850000,11.8518633333,100.9000000000,-0.09,-0.04,0.07,-139.49
2018.01.06_I0-0_DC_NUCF_2013.tiff,54.7832466667,11.8519183333,100.8000000000,-0.03,0.00,0.10,-139.58
2018.01.06_I0-0_DC_NUCF_2019.tiff,54.7832100000,11.8519733333,100.8000000000,0.17,0.19,-0.01,-139.46
2018.01.06_I0-0_DC_NUCF_2025.tiff,54.7831716667,11.8520300000,100.9000000000,0.12,-0.10,-0.11,-139.21
2018.01.06_I0-0_DC_NUCF_2026.tiff,54.7831200000,11.8521083333,100.8000000000,0.11,-0.20,0.00,-139.01
2018.01.06_I0-0_DC_NUCF_2032.tiff,54.7830833333,11.8521633333,100.7000000000,0.14,0.12,-0.04,-139.57
2018.01.06_I0-0_DC_NUCF_2037.tiff,54.7830483333,11.8522133333,100.7000000000,-0.17,0.08,-0.16,-140.79
2018.01.06_I0-0_DC_NUCF_2043.tiff,54.7830100000,11.8522683333,100.7000000000,0.06,-0.05,-0.19,-139.95
2018.01.06_I0-0_DC_NUCF_2049.tiff,54.7829700000,11.8523250000,100.7000000000,-0.17,-0.03,-0.01,-140.49
2018.01.06_I0-0_DC_NUCF_2051.tiff,54.7829100000,11.8524116667,100.8000000000,0.09,0.19,-0.13,-140.92
2018.01.06_I0-0_DC_NUCF_2057.tiff,54.7828716667,11.8524683333,100.9000000000,-0.17,0.11,-0.13,-139.54
2018.01.06_I0-0_DC_NUCF_2063.tiff,54.7828316667,11.8525266667,100.8000000000,0.14,0.09,-0.04,-140.19
2018.01.06_I0-0_DC_NUCF_2069.tiff,54.7827916667,11.8525816667,100.6000000000,0.01,0.14,0.15,-140.39
2018.01.06_I0-0_DC_NUCF_2075.tiff,54.7827533333,11.8526383333,100.5000000000,0.11,-0.03,-0.08,-139.92
2018.01.06_I0-0_DC_NUCF_2076.tiff,54.7827083333,11.8527000000,100.4000000000,0.02,-0.02,-0.10,-140.28
2018.01.06_I0-0_DC_NUCF_2082.tiff,54.7826700000,11.8527566667,100.3000000000,0.10,-0.01,0.04,-139.88
2018.01.06_I0-0_DC_NUCF_2087.tiff,54.7826350000,11.8528066667,100.1000000000,0.11,0.16,-0.10,-139.58
2018.01.06_I0-0_DC_NUCF_2093.tiff,54.7825950000,11.8528633333,100.0000000000,0.18,-0.19,-0.13,-140.47
2018.01.06_I0-0_DC_NUCF_2099.tiff,54.7825550000,11.8529200000,99.9000000000,0.03,-0.18,-0.14,-139.88
2018.01.06_I0-0_DC_NUCF_2101.tiff,54.7824966667,11.8530050000,99.7000000000,0.02,-0.10,-0.01,-139.7
2018.01.06_I0-0_DC_NUCF_2107.tiff,54.7824566667,11.8530616667,99.5000000000,0.08,-0.13,0.12,-139.11
2018.01.06_I0-0_DC_NUCF_2113.tiff,54.7824166667,11.8531183333,99.3000000000,0.04,0.10,0.20,-139.69
2018.01.06_I0-0_DC_NUCF_2119.tiff,54.7823783333,11.8531766667,99.2000000000,-0.08,0.00,-0.06,-139.28
2018.01.06_I0-0_DC_NUCF_2125.tiff,54.7823383333,11.8532350000,99.0000000000,0.10,-0.15,-0.04,-140.66
